forecast_date,pred_sm_30cm
2025-08-29,25.486673
2025-08-30,26.258831
2025-08-31,26.345839
2025-09-01,25.702475
2025-09-02,25.761227
2025-09-03,25.471636
2025-09-04,25.216389
