epoch,loss,val_loss
0,1.189409613609314,0.4149540960788727
1,1.2119044065475464,0.3934628963470459
2,0.7743619680404663,0.40709835290908813
3,0.8756073117256165,0.4079398810863495
4,0.6133049130439758,0.4010921120643616
5,0.7632057070732117,0.3974911868572235
6,0.5343502759933472,0.3875059485435486
7,0.7247000932693481,0.3756437599658966
8,0.46913790702819824,0.3690161406993866
9,0.3777007758617401,0.3532574474811554
10,0.44808414578437805,0.3423062562942505
11,0.47112977504730225,0.339105486869812
12,0.4987960457801819,0.35302734375
13,0.7077678442001343,0.37372538447380066
14,0.6477322578430176,0.3869953751564026
15,0.4110468327999115,0.3976837396621704
16,0.36689677834510803,0.397457093000412
17,0.49411165714263916,0.3920241594314575
18,0.3771633505821228,0.385155588388443
19,0.44794559478759766,0.3850845992565155
20,0.36852848529815674,0.38189393281936646
21,0.2467895895242691,0.3811320662498474
