forecast_date,pred_sm_30cm
2025-08-29,25.452406
2025-08-30,25.82589
2025-08-31,25.844906
2025-09-01,25.89263
2025-09-02,24.816721
2025-09-03,25.856981
2025-09-04,25.471058
