epoch,loss,lr,val_loss
0,2.6554055213928223,0.001,1.366621732711792
1,1.1664764881134033,0.001,1.3943790197372437
2,0.8129358291625977,0.001,1.4230040311813354
3,0.4983079135417938,0.001,1.4481158256530762
4,0.384953111410141,0.001,1.4675697088241577
5,0.3913816809654236,0.001,1.4801687002182007
6,0.35981863737106323,0.001,1.4867990016937256
7,0.33117517828941345,0.001,1.492267370223999
8,0.33223283290863037,0.0005,1.4941701889038086
9,0.32109469175338745,0.0005,1.4944761991500854
10,0.2709656059741974,0.0005,1.4938353300094604
11,0.24449585378170013,0.0005,1.4920384883880615
12,0.2591201663017273,0.0005,1.4883798360824585
13,0.236154705286026,0.0005,1.4847601652145386
14,0.2369849681854248,0.0005,1.482009768486023
15,0.24434486031532288,0.00025,1.4811488389968872
