forecast_date,pred_sm_30cm
2025-08-28,25.374989
2025-08-29,25.420095
2025-08-30,25.833454
2025-08-31,25.2763
2025-09-01,25.338669
2025-09-02,25.45012
2025-09-03,25.41941
