epoch,loss,val_loss
0,0.8342723250389099,0.32774803042411804
1,1.1743673086166382,0.32379579544067383
2,0.8668588995933533,0.3146316409111023
3,0.7598631978034973,0.30301713943481445
4,0.4350947141647339,0.30101242661476135
5,0.6430661082267761,0.30035400390625
6,0.7084385752677917,0.29954132437705994
7,0.556530773639679,0.2989342212677002
8,0.5292613506317139,0.292502224445343
9,0.45531949400901794,0.2922832667827606
10,0.49634185433387756,0.2978384792804718
11,0.3997434973716736,0.3010958135128021
12,0.5173628330230713,0.3017504811286926
13,0.36302316188812256,0.30153340101242065
14,0.3029473125934601,0.3004004657268524
15,0.5636318325996399,0.3007572591304779
16,0.3522338569164276,0.3013867735862732
17,0.3745690882205963,0.30086955428123474
18,0.283603698015213,0.3003702163696289
19,0.3347751498222351,0.29930660128593445
