forecast_date,pred_sm_30cm
2025-08-28,26.428932
2025-08-29,26.641937
2025-08-30,26.678715
2025-08-31,26.2524
2025-09-01,26.467169
2025-09-02,26.288704
2025-09-03,26.519361
