epoch,loss,val_loss
0,2.56229305267334,0.5305514931678772
1,1.778126835823059,0.5283601880073547
2,1.4267386198043823,0.5230759978294373
3,1.3165572881698608,0.5087949633598328
4,1.2697030305862427,0.4919271767139435
5,1.0354657173156738,0.4755721092224121
6,0.8435804843902588,0.46527421474456787
7,0.7644893527030945,0.46060845255851746
8,0.73858642578125,0.4603012204170227
9,0.6094800233840942,0.4625016450881958
10,0.7316957116127014,0.46675774455070496
11,0.6244227886199951,0.47127005457878113
12,0.7722774147987366,0.47663354873657227
13,0.6732320189476013,0.48139718174934387
14,0.5558066964149475,0.4830591380596161
15,0.5873231291770935,0.48465263843536377
16,0.6115562915802002,0.48571985960006714
17,0.552446722984314,0.4867699444293976
18,0.5988972187042236,0.48689624667167664
