epoch,loss,val_loss
0,2.1748993396759033,1.23106050491333
1,0.8801818490028381,1.2367827892303467
2,1.101968765258789,1.2186579704284668
3,0.7657957673072815,1.2056858539581299
4,0.6914320588111877,1.1811785697937012
5,0.6149508357048035,1.158135175704956
6,0.671698808670044,1.137251853942871
7,0.639549970626831,1.113192081451416
8,0.5868279337882996,1.0880497694015503
9,0.48321905732154846,1.064915657043457
10,0.5294180512428284,1.038705587387085
11,0.45528513193130493,1.0267139673233032
12,0.3696615695953369,1.0280736684799194
13,0.36749181151390076,1.0292407274246216
14,0.2882220447063446,1.0306367874145508
15,0.44541895389556885,1.0469566583633423
16,0.36081263422966003,1.0535317659378052
17,0.3060782551765442,1.0492894649505615
18,0.31128135323524475,1.0471601486206055
19,0.41022881865501404,1.0543475151062012
20,0.3613922595977783,1.0583300590515137
21,0.28924694657325745,1.0532259941101074
