forecast_date,pred_sm_30cm
2025-08-28,24.982876
2025-08-29,24.87988
2025-08-30,24.78112
2025-08-31,24.954361
2025-09-01,24.918465
2025-09-02,25.149052
2025-09-03,24.727337
