epoch,loss,val_loss
0,2.550856113433838,0.31378084421157837
1,1.2364565134048462,0.3333078920841217
2,0.7204299569129944,0.31845253705978394
3,0.9860638976097107,0.2997515797615051
4,0.6881241798400879,0.2855622172355652
5,0.532110333442688,0.2643413245677948
6,0.40493014454841614,0.24422292411327362
7,0.4270322918891907,0.2273886799812317
8,0.5415799617767334,0.21853603422641754
9,0.4538000226020813,0.22650811076164246
10,0.3853742778301239,0.22522522509098053
11,0.555228590965271,0.2247050255537033
12,0.37588003277778625,0.22166651487350464
13,0.4157019555568695,0.2333797961473465
14,0.3645102381706238,0.23459069430828094
15,0.32831987738609314,0.2415229082107544
16,0.3351384103298187,0.25027596950531006
17,0.29892101883888245,0.25000497698783875
18,0.3825612962245941,0.24656713008880615
