forecast_date,pred_sm_30cm
2025-08-28,25.031898
2025-08-29,25.22501
2025-08-30,25.058203
2025-08-31,24.925722
2025-09-01,25.073086
2025-09-02,24.970726
2025-09-03,24.85021
