forecast_date,pred_sm_30cm
2025-08-28,27.274277
2025-08-29,27.34969
2025-08-30,27.027527
2025-08-31,27.39641
2025-09-01,27.381615
2025-09-02,27.155716
2025-09-03,27.322063
