epoch,loss,val_loss
0,2.2932889461517334,1.3563737869262695
1,1.6186376810073853,1.3684215545654297
2,1.1468267440795898,1.3762251138687134
3,1.1307650804519653,1.379202961921692
4,0.9446079730987549,1.375268578529358
5,0.8028876781463623,1.371645450592041
6,0.754243791103363,1.3697147369384766
7,0.7216769456863403,1.366424322128296
8,0.7292907238006592,1.3616182804107666
9,0.6702503561973572,1.358107566833496
10,0.6569761037826538,1.3562779426574707
11,0.5891828536987305,1.3563917875289917
12,0.5746934413909912,1.3570170402526855
13,0.5402020215988159,1.3575867414474487
14,0.6394284963607788,1.357816457748413
15,0.6335441470146179,1.3591535091400146
16,0.6223999261856079,1.3599814176559448
17,0.5708091259002686,1.3602733612060547
18,0.6047167181968689,1.3598191738128662
19,0.5953329205513,1.3597168922424316
20,0.620208203792572,1.359375
