epoch,loss,val_loss
0,2.3652002811431885,0.7007714509963989
1,1.6984763145446777,0.7080559134483337
2,1.563043475151062,0.7094237804412842
3,1.1775429248809814,0.7072764039039612
4,1.0368943214416504,0.7013711333274841
5,1.0718836784362793,0.696904182434082
6,0.8414034247398376,0.6932837963104248
7,0.8701164722442627,0.6914872527122498
8,0.8541645407676697,0.6881185173988342
9,0.7455480694770813,0.6866756081581116
10,0.7698102593421936,0.6836074590682983
11,0.6517186164855957,0.6810978055000305
12,0.5965020656585693,0.6802713871002197
13,0.6042344570159912,0.6786372661590576
14,0.6820357441902161,0.6763198375701904
15,0.506454586982727,0.6769691109657288
16,0.5157672762870789,0.677847146987915
17,0.4463418126106262,0.6789197325706482
18,0.515932023525238,0.6813058257102966
19,0.5015925765037537,0.6838477253913879
20,0.43047192692756653,0.6835067868232727
21,0.4569728672504425,0.6836345195770264
22,0.46135979890823364,0.6828345060348511
23,0.45021820068359375,0.6811516284942627
24,0.5039669275283813,0.6783602237701416
