forecast_date,pred_sm_30cm
2025-08-28,27.521774
2025-08-29,27.427029
2025-08-30,27.546282
2025-08-31,27.377924
2025-09-01,27.505838
2025-09-02,27.407343
2025-09-03,27.41392
