epoch,loss,val_loss
0,5.083482265472412,0.528050422668457
1,1.6012585163116455,0.577064573764801
2,1.5034204721450806,0.583723247051239
3,1.4139888286590576,0.5575435757637024
4,1.1266694068908691,0.5197641849517822
5,0.8914771676063538,0.4938645660877228
6,1.0109342336654663,0.47500622272491455
7,0.7237383127212524,0.4579203128814697
8,0.48460713028907776,0.43700098991394043
9,0.7828423380851746,0.41675955057144165
10,0.6182524561882019,0.3905928134918213
11,0.6048852205276489,0.37444308400154114
12,0.4393235445022583,0.3492415249347687
13,0.7107436656951904,0.3314579427242279
14,0.9021065831184387,0.33733972907066345
15,0.6100711226463318,0.35563838481903076
16,0.4213255047798157,0.37523478269577026
17,0.7926511168479919,0.40936940908432007
18,0.5109500885009766,0.4309004843235016
19,0.6354624032974243,0.42830827832221985
20,0.38221147656440735,0.42229360342025757
21,0.6233846545219421,0.4219818115234375
22,0.5129073262214661,0.4301787316799164
23,0.44790905714035034,0.4378643333911896
