epoch,loss,val_loss
0,2.4950382709503174,0.5896252393722534
1,1.6639177799224854,0.6022697687149048
2,1.4181060791015625,0.6050896048545837
3,1.0619679689407349,0.6046888828277588
4,1.0334844589233398,0.6027923822402954
5,0.8496577143669128,0.5998064875602722
6,0.8454304337501526,0.5952041149139404
7,0.7170342803001404,0.5909038782119751
8,0.6858921051025391,0.5873020887374878
9,0.6628479361534119,0.586069643497467
10,0.7490851283073425,0.5839710235595703
11,0.6561682224273682,0.5828924775123596
12,0.6649203896522522,0.5821613669395447
13,0.609930157661438,0.5816792845726013
14,0.6001760363578796,0.581229567527771
15,0.5607002377510071,0.5800796151161194
16,0.659961462020874,0.5783458352088928
17,0.6096450686454773,0.5765141844749451
18,0.6011406779289246,0.5722455382347107
19,0.4979436993598938,0.5692138075828552
20,0.5714864134788513,0.5686835050582886
21,0.5815771818161011,0.5691848397254944
22,0.5283209681510925,0.5698046088218689
23,0.5277603268623352,0.5703575611114502
24,0.46690356731414795,0.5686232447624207
25,0.529728889465332,0.5670244693756104
26,0.5147829651832581,0.5633002519607544
27,0.5214759111404419,0.5597094893455505
28,0.48906511068344116,0.5579704642295837
29,0.440127432346344,0.5565083622932434
30,0.4192701280117035,0.5538731217384338
31,0.47901612520217896,0.550157904624939
32,0.4322175979614258,0.5472704172134399
33,0.4476854205131531,0.5422841906547546
34,0.42071768641471863,0.5392717123031616
35,0.4009115993976593,0.5368419289588928
36,0.3991594612598419,0.5350174903869629
37,0.40365758538246155,0.5343213677406311
38,0.4080527722835541,0.5366219878196716
39,0.4361533522605896,0.5330995321273804
40,0.40459102392196655,0.5252247452735901
41,0.41273459792137146,0.5196788311004639
42,0.42478352785110474,0.5157661437988281
43,0.3857041001319885,0.5132802724838257
44,0.4131411910057068,0.5163638591766357
45,0.3677584230899811,0.5162871479988098
46,0.39516574144363403,0.5160307884216309
47,0.36696261167526245,0.516061544418335
48,0.37130072712898254,0.5118355751037598
49,0.43808600306510925,0.5066847205162048
50,0.4099179804325104,0.5057469010353088
51,0.3812306225299835,0.5047103762626648
52,0.3663827180862427,0.5045142769813538
53,0.361608624458313,0.5040615797042847
54,0.3289060890674591,0.5033259391784668
55,0.37549081444740295,0.5031831860542297
56,0.37501442432403564,0.5070326924324036
57,0.3880828320980072,0.5131494998931885
58,0.36731550097465515,0.5178459286689758
59,0.3558671176433563,0.5152329802513123
60,0.29381948709487915,0.5094982981681824
61,0.3111494183540344,0.5078345537185669
62,0.3549334704875946,0.5076879262924194
63,0.33109739422798157,0.5058280229568481
64,0.34441816806793213,0.5049078464508057
65,0.3343981206417084,0.5028588175773621
66,0.3738662302494049,0.4984772801399231
67,0.3336673378944397,0.49463793635368347
68,0.3048073947429657,0.49142786860466003
69,0.3460935056209564,0.48606032133102417
70,0.34395015239715576,0.4848093092441559
71,0.33560293912887573,0.48319771885871887
72,0.3205145299434662,0.48269546031951904
73,0.35952404141426086,0.4832180142402649
74,0.32134878635406494,0.48490676283836365
75,0.33701589703559875,0.4848465621471405
76,0.357376366853714,0.48237645626068115
77,0.3156149685382843,0.48413217067718506
78,0.3262762427330017,0.4863877594470978
79,0.3261015713214874,0.4858546257019043
80,0.29843372106552124,0.48530474305152893
81,0.4384925961494446,0.48601123690605164
82,0.3561069071292877,0.4862655699253082
83,0.33759990334510803,0.4853704571723938
84,0.3550521731376648,0.4836704134941101
85,0.2989383935928345,0.48064708709716797
86,0.2961268126964569,0.4790830612182617
87,0.3353103697299957,0.4780938923358917
88,0.3184252381324768,0.47891348600387573
89,0.29473015666007996,0.48058760166168213
90,0.30277833342552185,0.4817098379135132
91,0.37295374274253845,0.4812241792678833
92,0.3311634957790375,0.4802708923816681
93,0.30288824439048767,0.47999095916748047
94,0.28882959485054016,0.4815150201320648
95,0.30446872115135193,0.48318803310394287
96,0.28254038095474243,0.48504602909088135
97,0.3200138807296753,0.48647287487983704
