forecast_date,pred_sm_30cm
2025-08-28,27.614027
2025-08-29,27.350666
2025-08-30,27.12784
2025-08-31,27.818432
2025-09-01,27.746952
2025-09-02,28.204456
2025-09-03,27.42203
