epoch,loss,val_loss
0,1.091666579246521,0.9375107884407043
1,0.8878006935119629,0.9546658992767334
2,0.6053835153579712,0.9399526119232178
3,0.5213644504547119,0.9352158904075623
4,0.39934396743774414,0.9326710104942322
5,0.46805548667907715,0.9475692510604858
6,0.39303022623062134,0.9577867984771729
7,0.3051360249519348,0.9669115543365479
8,0.48708540201187134,0.972333550453186
9,0.3871307969093323,0.9713177680969238
10,0.35995134711265564,0.9718905091285706
11,0.4047430157661438,1.0090892314910889
12,0.35345759987831116,1.0572658777236938
13,0.28380829095840454,1.1006661653518677
14,0.3723057508468628,1.1045739650726318
