epoch,loss,val_loss
0,2.5812718868255615,0.5307928919792175
1,1.1945738792419434,0.4706604480743408
2,1.4276288747787476,0.39139556884765625
3,1.077778935432434,0.3769775629043579
4,1.054600477218628,0.4153667986392975
5,0.7336173057556152,0.4671376347541809
6,1.1189169883728027,0.470065176486969
7,0.5588259696960449,0.4730565547943115
8,0.6341096758842468,0.47445493936538696
9,0.5537424087524414,0.4795178771018982
10,0.3369007706642151,0.4850964844226837
11,0.6643527150154114,0.49191272258758545
12,0.5338808298110962,0.49699661135673523
13,0.7904465198516846,0.496536523103714
