epoch,loss,lr,val_loss
0,1.5446350574493408,0.001,0.4404928982257843
1,0.6930055618286133,0.001,0.4527011215686798
2,0.4446682929992676,0.001,0.46523237228393555
3,0.43295398354530334,0.001,0.4776535928249359
4,0.38329586386680603,0.001,0.4870738089084625
5,0.3621083199977875,0.001,0.4934482276439667
6,0.2985382378101349,0.001,0.49826285243034363
7,0.24133636057376862,0.001,0.5026204586029053
8,0.23939202725887299,0.0005,0.5059003233909607
9,0.2182701975107193,0.0005,0.5104353427886963
10,0.2109123170375824,0.0005,0.5152570605278015
11,0.25509366393089294,0.0005,0.5209237337112427
12,0.17389260232448578,0.0005,0.5261476039886475
13,0.18396373093128204,0.0005,0.531032919883728
14,0.16091087460517883,0.0005,0.5353178381919861
15,0.16434921324253082,0.00025,0.5384486317634583
