forecast_date,pred_sm_30cm
2025-08-28,27.194464
2025-08-29,27.314077
2025-08-30,27.379494
2025-08-31,27.199076
2025-09-01,27.197266
2025-09-02,27.06976
2025-09-03,27.30078
