epoch,loss,lr,val_loss
0,2.200503349304199,0.001,1.4389053583145142
1,1.2474150657653809,0.001,1.453744649887085
2,0.6583513021469116,0.001,1.4675829410552979
3,0.5780531764030457,0.001,1.47992742061615
4,0.49319812655448914,0.001,1.4897323846817017
5,0.30651748180389404,0.001,1.4970461130142212
6,0.32687586545944214,0.001,1.501104712486267
7,0.44288650155067444,0.001,1.5035781860351562
8,0.2766631245613098,0.0005,1.5040509700775146
9,0.3820643723011017,0.0005,1.5037356615066528
10,0.3445579707622528,0.0005,1.5026981830596924
11,0.35614749789237976,0.0005,1.501393437385559
12,0.20222218334674835,0.0005,1.4999568462371826
13,0.3328653872013092,0.0005,1.4987539052963257
14,0.29633602499961853,0.0005,1.4979995489120483
15,0.26298484206199646,0.00025,1.497894048690796
