forecast_date,pred_sm_30cm
2025-08-28,26.467556
2025-08-29,26.645554
2025-08-30,26.522804
2025-08-31,26.171658
2025-09-01,26.494616
2025-09-02,26.28101
2025-09-03,26.438284
